Crop ,Tray_position ,Replicate ,Treatment ,day ,date       ,batchid         ,tray ,planteye_id ,digital_biomass__avg ,digital_biomass__max ,digital_biomass__min ,height__avg   ,height__max ,height__min ,height_max__avg ,height_max__max ,height_max__min ,leaf_area_index__avg ,leaf_area_index__max ,leaf_area_index__min ,proj_area__avg ,proj_area__max ,proj_area__min ,ndvi_aver__avg ,ndvi_aver__max ,ndvi_aver__min ,greenness_aver__avg ,greenness_aver__max ,greenness_aver__min ,hue_aver__avg ,hue_aver__max ,hue_aver__min ,area_3d__avg   ,area_3d__max ,area_3d__min ,leaf_inclination__avg ,leaf_inclination__max ,leaf_inclination__min ,leaf_angle__avg ,leaf_angle__max ,leaf_angle__min ,light_pen_depth__avg ,light_pen_depth__max ,light_pen_depth__min ,npci_aver__avg ,npci_aver__max ,npci_aver__min ,psri_aver__avg ,psri_aver__max ,psri_aver__min
Mn24 ,A4            ,3,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,3,scan2       ,3808784.5,3808784.5,3808784.5,37.687,37.687,37.687,69.283,69.283,69.283,0.432,0.432,0.432,67226.367,67226.367,67226.367,0.70129,0.70129,0.70129,0.41571,0.41571,0.41571,105.08981,105.08981,105.08981,101063.258,101063.258,101063.258,1.4928,1.4928,1.4928,42.057,42.057,42.057,33.559,33.559,33.559,0.22546,0.22546,0.22546,0.05928,0.05928,0.05928
Cr31 ,A5            ,2,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,4,scan2       ,6612477,6612477,6612477,57.325,57.325,57.325,77.344,77.344,77.344,0.493,0.493,0.493,76345.133,76345.133,76345.133,0.71839,0.71839,0.71839,0.4486,0.4486,0.4486,105.29682,105.29682,105.29682,115349.969,115349.969,115349.969,1.47712,1.47712,1.47712,42.608,42.608,42.608,33.077,33.077,33.077,0.27133,0.27133,0.27133,0.05967,0.05967,0.05967
Pr26 ,B1            ,2,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,5,scan2       ,885923.5,885923.5,885923.5,14.638,14.638,14.638,28.997,28.997,28.997,0.259,0.259,0.259,40128.84,40128.84,40128.84,0.65104,0.65104,0.65104,0.41086,0.41086,0.41086,102.01698,102.01698,102.01698,60524.184,60524.184,60524.184,1.50015,1.50015,1.50015,41.804,41.804,41.804,11.705,11.705,11.705,0.27371,0.27371,0.27371,0.08312,0.08312,0.08312
Bs49 ,B2            ,1,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,6,scan2       ,606093.312,606093.312,606093.312,11.446,11.446,11.446,18.043,18.043,18.043,0.226,0.226,0.226,36644.586,36644.586,36644.586,0.73738,0.73738,0.73738,0.45795,0.45795,0.45795,106.67345,106.67345,106.67345,52951.074,52951.074,52951.074,1.4434,1.4434,1.4434,43.851,43.851,43.851,9.36,9.36,9.36,0.24302,0.24302,0.24302,0.05275,0.05275,0.05275
Bs79 ,B3            ,4,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,7,scan2       ,1821323.375,1821323.375,1821323.375,22.939,22.939,22.939,57.429,57.429,57.429,0.339,0.339,0.339,53327.699,53327.699,53327.699,0.7802,0.7802,0.7802,-0.05482,-0.05482,-0.05482,1.52745,1.52745,1.52745,79398.25,79398.25,79398.25,1.48511,1.48511,1.48511,42.325,42.325,42.325,16.809,16.809,16.809,0.13074,0.13074,0.13074,0.01779,0.01779,0.01779
Cr31 ,B4            ,4,UV8       ,5,23/04/2022,30_HG_mix_st_16 ,8,scan2       ,6803627,6803627,6803627,58.389,58.389,58.389,78.173,78.173,78.173,0.498,0.498,0.498,77514.352,77514.352,77514.352,0.7094,0.7094,0.7094,0.44305,0.44305,0.44305,105.43978,105.43978,105.43978,116522.641,116522.641,116522.641,1.47943,1.47943,1.47943,42.526,42.526,42.526,29.762,29.762,29.762,0.26911,0.26911,0.26911,0.05976,0.05976,0.05976
Pr26 ,A6            ,1,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,0,scan1       ,2242550.5,2242550.5,2242550.5,31.135,31.135,31.135,48.764,48.764,48.764,0.308,0.308,0.308,46245.113,46245.113,46245.113,0.62776,0.62776,0.62776,0.38403,0.38403,0.38403,104.1913,104.1913,104.1913,72026.367,72026.367,72026.367,1.54848,1.54848,1.54848,40.224,40.224,40.224,15.871,15.871,15.871,0.24369,0.24369,0.24369,0.07197,0.07197,0.07197
Bs79 ,A7            ,1,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,1,scan1       ,2788878.75,2788878.75,2788878.75,33.438,33.438,33.438,66.53,66.53,66.53,0.356,0.356,0.356,54097.898,54097.898,54097.898,0.77013,0.77013,0.77013,-0.1207,-0.1207,-0.1207,341.10562,341.10562,341.10562,83403.281,83403.281,83403.281,1.53966,1.53966,1.53966,40.502,40.502,40.502,22.08,22.08,22.08,0.1034,0.1034,0.1034,0.00711,0.00711,0.00711
Cr31 ,A8            ,3,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,2,scan1       ,7905479.5,7905479.5,7905479.5,64.098,64.098,64.098,86.733,86.733,86.733,0.527,0.527,0.527,83619.164,83619.164,83619.164,0.70671,0.70671,0.70671,0.43222,0.43222,0.43222,106.4117,106.4117,106.4117,123334.984,123334.984,123334.984,1.44315,1.44315,1.44315,43.861,43.861,43.861,33.353,33.353,33.353,0.23856,0.23856,0.23856,0.05488,0.05488,0.05488
Bs79 ,A9            ,2,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,3,scan1       ,2817030.75,2817030.75,2817030.75,30.596,30.596,30.596,49.773,49.773,49.773,0.393,0.393,0.393,58727.168,58727.168,58727.168,0.77232,0.77232,0.77232,-0.12568,-0.12568,-0.12568,342.50406,342.50406,342.50406,92071.195,92071.195,92071.195,1.56263,1.56263,1.56263,39.786,39.786,39.786,21.701,21.701,21.701,0.10905,0.10905,0.10905,0.0078,0.0078,0.0078
Bs79 ,A10           ,3,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,4,scan1       ,2018082.375,2018082.375,2018082.375,24.3,24.3,24.3,48.648,48.648,48.648,0.355,0.355,0.355,52551.5,52551.5,52551.5,0.77942,0.77942,0.77942,-0.139,-0.139,-0.139,345.60852,345.60852,345.60852,83049.43,83049.43,83049.43,1.57701,1.57701,1.57701,39.353,39.353,39.353,17.885,17.885,17.885,0.13463,0.13463,0.13463,0.01196,0.01196,0.01196
Pr26 ,B6            ,3,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,5,scan1       ,1061898,1061898,1061898,14.994,14.994,14.994,32.14,32.14,32.14,0.303,0.303,0.303,45340.645,45340.645,45340.645,0.6387,0.6387,0.6387,0.40549,0.40549,0.40549,102.65199,102.65199,102.65199,70823.172,70823.172,70823.172,1.5559,1.5559,1.5559,39.993,39.993,39.993,11.318,11.318,11.318,0.27196,0.27196,0.27196,0.08212,0.08212,0.08212
Bs49 ,B7            ,3,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,6,scan1       ,861052.812,861052.812,861052.812,13.18,13.18,13.18,21.094,21.094,21.094,0.279,0.279,0.279,41083.996,41083.996,41083.996,0.73067,0.73067,0.73067,0.45605,0.45605,0.45605,106.94922,106.94922,106.94922,65330.598,65330.598,65330.598,1.58816,1.58816,1.58816,39.024,39.024,39.024,10.638,10.638,10.638,0.24732,0.24732,0.24732,0.05147,0.05147,0.05147
Mn24 ,B8            ,4,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,7,scan1       ,2215637.25,2215637.25,2215637.25,19.449,19.449,19.449,32.41,32.41,32.41,0.487,0.487,0.487,76601.57,76601.57,76601.57,0.67018,0.67018,0.67018,0.40392,0.40392,0.40392,103.95293,103.95293,103.95293,113921.953,113921.953,113921.953,1.47939,1.47939,1.47939,42.527,42.527,42.527,14.733,14.733,14.733,0.23304,0.23304,0.23304,0.06903,0.06903,0.06903
Bs49 ,B9            ,4,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,8,scan1       ,1411650,1411650,1411650,17.538,17.538,17.538,37.619,37.619,37.619,0.344,0.344,0.344,49938.012,49938.012,49938.012,0.72089,0.72089,0.72089,0.44309,0.44309,0.44309,107.70141,107.70141,107.70141,80491.383,80491.383,80491.383,1.60931,1.60931,1.60931,38.416,38.416,38.416,13.437,13.437,13.437,0.22824,0.22824,0.22824,0.04772,0.04772,0.04772
Mn24 ,A1            ,1,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,0,scan2       ,2894745,2894745,2894745,26.362,26.362,26.362,43.943,43.943,43.943,0.469,0.469,0.469,71832.023,71832.023,71832.023,0.66518,0.66518,0.66518,0.38877,0.38877,0.38877,104.6046,104.6046,104.6046,109808.758,109808.758,109808.758,1.51911,1.51911,1.51911,41.167,41.167,41.167,18.028,18.028,18.028,0.21936,0.21936,0.21936,0.06431,0.06431,0.06431
Mn24 ,A2            ,2,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,1,scan2       ,3325964,3325964,3325964,25.625,25.625,25.625,65.002,65.002,65.002,0.555,0.555,0.555,85889.875,85889.875,85889.875,0.67503,0.67503,0.67503,0.4028,0.4028,0.4028,103.41005,103.41005,103.41005,129796.039,129796.039,129796.039,1.49899,1.49899,1.49899,41.843,41.843,41.843,17.789,17.789,17.789,0.2415,0.2415,0.2415,0.0699,0.0699,0.0699
Cr31 ,A3            ,1,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,2,scan2       ,7525841.5,7525841.5,7525841.5,63.739,63.739,63.739,85.318,85.318,85.318,0.505,0.505,0.505,79734.383,79734.383,79734.383,0.70758,0.70758,0.70758,0.44387,0.44387,0.44387,104.70058,104.70058,104.70058,118072.422,118072.422,118072.422,1.44742,1.44742,1.44742,43.699,43.699,43.699,34.677,34.677,34.677,0.27526,0.27526,0.27526,0.06389,0.06389,0.06389
Mn24 ,A4            ,3,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,3,scan2       ,3059021.5,3059021.5,3059021.5,24.495,24.495,24.495,59.634,59.634,59.634,0.534,0.534,0.534,85300.328,85300.328,85300.328,0.68052,0.68052,0.68052,0.41613,0.41613,0.41613,103.00404,103.00404,103.00404,124884.625,124884.625,124884.625,1.45376,1.45376,1.45376,43.461,43.461,43.461,19.598,19.598,19.598,0.2559,0.2559,0.2559,0.07328,0.07328,0.07328
Cr31 ,A5            ,2,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,4,scan2       ,5965920.5,5965920.5,5965920.5,56.096,56.096,56.096,73.54,73.54,73.54,0.454,0.454,0.454,71482.758,71482.758,71482.758,0.69596,0.69596,0.69596,0.43634,0.43634,0.43634,104.1737,104.1737,104.1737,106352.016,106352.016,106352.016,1.45258,1.45258,1.45258,43.505,43.505,43.505,37.32,37.32,37.32,0.27943,0.27943,0.27943,0.06788,0.06788,0.06788
Pr26 ,B1            ,2,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,5,scan2       ,1246573,1246573,1246573,16.606,16.606,16.606,62.56,62.56,62.56,0.321,0.321,0.321,49053.957,49053.957,49053.957,0.64417,0.64417,0.64417,0.41135,0.41135,0.41135,101.89754,101.89754,101.89754,75067.133,75067.133,75067.133,1.51874,1.51874,1.51874,41.18,41.18,41.18,12.544,12.544,12.544,0.28042,0.28042,0.28042,0.08613,0.08613,0.08613
Bs49 ,B2            ,1,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,6,scan2       ,546719.375,546719.375,546719.375,11.774,11.774,11.774,18.438,18.438,18.438,0.198,0.198,0.198,32453.627,32453.627,32453.627,0.73646,0.73646,0.73646,0.46574,0.46574,0.46574,106.0476,106.0476,106.0476,46434.637,46434.637,46434.637,1.42774,1.42774,1.42774,44.458,44.458,44.458,9.955,9.955,9.955,0.266,0.266,0.266,0.05551,0.05551,0.05551
Bs79 ,B3            ,4,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,7,scan2       ,2434614.5,2434614.5,2434614.5,28.759,28.759,28.759,58.673,58.673,58.673,0.362,0.362,0.362,56882.539,56882.539,56882.539,0.77214,0.77214,0.77214,-0.04929,-0.04929,-0.04929,4.88772,4.88772,4.88772,84655.641,84655.641,84655.641,1.48317,1.48317,1.48317,42.393,42.393,42.393,21.466,21.466,21.466,0.1434,0.1434,0.1434,0.02059,0.02059,0.02059
Cr31 ,B4            ,4,UV5       ,5,23/04/2022,31_HG_mix_st_16 ,8,scan2       ,7482353,7482353,7482353,65.168,65.168,65.168,78.316,78.316,78.316,0.491,0.491,0.491,77620.797,77620.797,77620.797,0.70393,0.70393,0.70393,0.44738,0.44738,0.44738,104.45338,104.45338,104.45338,114815.508,114815.508,114815.508,1.44777,1.44777,1.44777,43.686,43.686,43.686,35.073,35.073,35.073,0.282,0.282,0.282,0.06653,0.06653,0.06653
Pr26 ,A6            ,1,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,0,scan1       ,2836422.5,2836422.5,2836422.5,33.108,33.108,33.108,46.111,46.111,46.111,0.366,0.366,0.366,55422.168,55422.168,55422.168,0.637,0.637,0.637,0.38788,0.38788,0.38788,104.25733,104.25733,104.25733,85670.703,85670.703,85670.703,1.53002,1.53002,1.53002,40.811,40.811,40.811,18.67,18.67,18.67,0.24729,0.24729,0.24729,0.06975,0.06975,0.06975
Bs79 ,A7            ,1,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,1,scan1       ,3528865.5,3528865.5,3528865.5,34.392,34.392,34.392,75.741,75.741,75.741,0.438,0.438,0.438,65405.992,65405.992,65405.992,0.77589,0.77589,0.77589,-0.06568,-0.06568,-0.06568,351.40378,351.40378,351.40378,102606.891,102606.891,102606.891,1.55974,1.55974,1.55974,39.875,39.875,39.875,20.124,20.124,20.124,0.10282,0.10282,0.10282,0.00708,0.00708,0.00708
Cr31 ,A8            ,3,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,2,scan1       ,9958421,9958421,9958421,68.228,68.228,68.228,92.137,92.137,92.137,0.624,0.624,0.624,96310.148,96310.148,96310.148,0.7382,0.7382,0.7382,0.43075,0.43075,0.43075,106.6161,106.6161,106.6161,145957.266,145957.266,145957.266,1.48792,1.48792,1.48792,42.226,42.226,42.226,31.416,31.416,31.416,0.22572,0.22572,0.22572,0.04673,0.04673,0.04673
Bs79 ,A9            ,2,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,3,scan1       ,2743084.75,2743084.75,2743084.75,26.3,26.3,26.3,49.808,49.808,49.808,0.446,0.446,0.446,65648.961,65648.961,65648.961,0.78736,0.78736,0.78736,-0.13172,-0.13172,-0.13172,335.49976,335.49976,335.49976,104300.57,104300.57,104300.57,1.58455,1.58455,1.58455,39.129,39.129,39.129,17.704,17.704,17.704,0.08883,0.08883,0.08883,0.00131,0.00131,0.00131
Bs79 ,A10           ,3,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,4,scan1       ,1636204.875,1636204.875,1636204.875,19.028,19.028,19.028,51,51,51,0.367,0.367,0.367,55593.465,55593.465,55593.465,0.79227,0.79227,0.79227,-0.13477,-0.13477,-0.13477,335.58969,335.58969,335.58969,85988.156,85988.156,85988.156,1.54479,1.54479,1.54479,40.34,40.34,40.34,13.605,13.605,13.605,0.09132,0.09132,0.09132,0.00359,0.00359,0.00359
Pr26 ,B6            ,3,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,5,scan1       ,2027836,2027836,2027836,22.07,22.07,22.07,34.953,34.953,34.953,0.393,0.393,0.393,59600.645,59600.645,59600.645,0.64426,0.64426,0.64426,0.40506,0.40506,0.40506,103.88156,103.88156,103.88156,91881.219,91881.219,91881.219,1.53399,1.53399,1.53399,40.683,40.683,40.683,16.628,16.628,16.628,0.25663,0.25663,0.25663,0.07482,0.07482,0.07482
Bs49 ,B7            ,3,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,6,scan1       ,1254241.375,1254241.375,1254241.375,15.365,15.365,15.365,28.48,28.48,28.48,0.349,0.349,0.349,49909.023,49909.023,49909.023,0.7521,0.7521,0.7521,0.46978,0.46978,0.46978,107.87108,107.87108,107.87108,81630.633,81630.633,81630.633,1.63245,1.63245,1.63245,37.774,37.774,37.774,12.157,12.157,12.157,0.24901,0.24901,0.24901,0.04529,0.04529,0.04529
Mn24 ,B8            ,4,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,7,scan1       ,2725415.25,2725415.25,2725415.25,21.302,21.302,21.302,31.789,31.789,31.789,0.547,0.547,0.547,82671.523,82671.523,82671.523,0.69441,0.69441,0.69441,0.41283,0.41283,0.41283,106.01279,106.01279,106.01279,127940.648,127940.648,127940.648,1.54084,1.54084,1.54084,40.465,40.465,40.465,16.062,16.062,16.062,0.21106,0.21106,0.21106,0.05588,0.05588,0.05588
Bs49 ,B9            ,4,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,8,scan1       ,1810957.75,1810957.75,1810957.75,18.958,18.958,18.958,38.401,38.401,38.401,0.408,0.408,0.408,60111.582,60111.582,60111.582,0.74545,0.74545,0.74545,0.4584,0.4584,0.4584,108.86702,108.86702,108.86702,95526.07,95526.07,95526.07,1.58637,1.58637,1.58637,39.076,39.076,39.076,14.787,14.787,14.787,0.23022,0.23022,0.23022,0.04081,0.04081,0.04081
Mn24 ,A1            ,1,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,0,scan2       ,4224135.5,4224135.5,4224135.5,31.678,31.678,31.678,47.472,47.472,47.472,0.57,0.57,0.57,89096.25,89096.25,89096.25,0.69469,0.69469,0.69469,0.40868,0.40868,0.40868,106.00199,106.00199,106.00199,133344.578,133344.578,133344.578,1.48033,1.48033,1.48033,42.494,42.494,42.494,20.997,20.997,20.997,0.21346,0.21346,0.21346,0.05606,0.05606,0.05606
Mn24 ,A2            ,2,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,1,scan2       ,4829013.5,4829013.5,4829013.5,33.397,33.397,33.397,73.651,73.651,73.651,0.618,0.618,0.618,96418.055,96418.055,96418.055,0.6978,0.6978,0.6978,0.41535,0.41535,0.41535,105.35527,105.35527,105.35527,144592.891,144592.891,144592.891,1.4841,1.4841,1.4841,42.36,42.36,42.36,23.427,23.427,23.427,0.22684,0.22684,0.22684,0.05925,0.05925,0.05925
Cr31 ,A3            ,1,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,2,scan2       ,10329231,10329231,10329231,65.873,65.873,65.873,85.697,85.697,85.697,0.67,0.67,0.67,98703.062,98703.062,98703.062,0.75155,0.75155,0.75155,0.4695,0.4695,0.4695,105.36613,105.36613,105.36613,156806.359,156806.359,156806.359,1.55765,1.55765,1.55765,39.939,39.939,39.939,32.014,32.014,32.014,0.28349,0.28349,0.28349,0.0547,0.0547,0.0547
Mn24 ,A4            ,3,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,3,scan2       ,5368590.5,5368590.5,5368590.5,40.468,40.468,40.468,74.411,74.411,74.411,0.567,0.567,0.567,88914.742,88914.742,88914.742,0.70972,0.70972,0.70972,0.42963,0.42963,0.42963,104.71748,104.71748,104.71748,132662.75,132662.75,132662.75,1.47754,1.47754,1.47754,42.593,42.593,42.593,34.489,34.489,34.489,0.2436,0.2436,0.2436,0.06145,0.06145,0.06145
Cr31 ,A5            ,2,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,4,scan2       ,8504388,8504388,8504388,60.788,60.788,60.788,81.104,81.104,81.104,0.598,0.598,0.598,89580.062,89580.062,89580.062,0.74261,0.74261,0.74261,0.4632,0.4632,0.4632,105.31107,105.31107,105.31107,139902.562,139902.562,139902.562,1.52788,1.52788,1.52788,40.881,40.881,40.881,31.977,31.977,31.977,0.27859,0.27859,0.27859,0.05601,0.05601,0.05601
Pr26 ,B1            ,2,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,5,scan2       ,1424241.5,1424241.5,1424241.5,18.232,18.232,18.232,44.163,44.163,44.163,0.334,0.334,0.334,51536.988,51536.988,51536.988,0.65775,0.65775,0.65775,0.42051,0.42051,0.42051,102.24335,102.24335,102.24335,78116.391,78116.391,78116.391,1.50647,1.50647,1.50647,41.589,41.589,41.589,14.232,14.232,14.232,0.2816,0.2816,0.2816,0.08287,0.08287,0.08287
Bs49 ,B2            ,1,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,6,scan2       ,946573.562,946573.562,946573.562,13.457,13.457,13.457,21.657,21.657,21.657,0.301,0.301,0.301,47712.375,47712.375,47712.375,0.75471,0.75471,0.75471,0.47816,0.47816,0.47816,106.81695,106.81695,106.81695,70342.68,70342.68,70342.68,1.47192,1.47192,1.47192,42.794,42.794,42.794,10.646,10.646,10.646,0.26891,0.26891,0.26891,0.05103,0.05103,0.05103
Bs79 ,B3            ,4,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,7,scan2       ,2373297.5,2373297.5,2373297.5,25.118,25.118,25.118,61.175,61.175,61.175,0.404,0.404,0.404,62962.375,62962.375,62962.375,0.79292,0.79292,0.79292,-0.03346,-0.03346,-0.03346,11.22169,11.22169,11.22169,94486.344,94486.344,94486.344,1.49311,1.49311,1.49311,42.046,42.046,42.046,18.634,18.634,18.634,0.14617,0.14617,0.14617,0.01824,0.01824,0.01824
Cr31 ,B4            ,4,UV8       ,6,24/04/2022,30_HG_mix_st_16 ,8,scan2       ,8658236,8658236,8658236,60.631,60.631,60.631,79.709,79.709,79.709,0.61,0.61,0.61,90469.523,90469.523,90469.523,0.74043,0.74043,0.74043,0.462,0.462,0.462,105.54314,105.54314,105.54314,142801.391,142801.391,142801.391,1.54883,1.54883,1.54883,40.213,40.213,40.213,27.307,27.307,27.307,0.27879,0.27879,0.27879,0.05517,0.05517,0.05517
Pr26 ,A6            ,1,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,0,scan1       ,3670303.125,4140080.25,3200526,38.084,40.547,35.621,50.695,53.476,47.914,0.41,0.436,0.384,63781.4355,68849.648,58713.223,0.63396,0.6475,0.62042,0.400705,0.40883,0.39258,104.291955,104.9275,103.65641,95978.1015,102105.562,89850.641,1.48871,1.51629,1.46113,42.224,43.187,41.261,21.5675,23.254,19.881,0.257115,0.25844,0.25579,0.074865,0.07981,0.06992
Bs79 ,A7            ,1,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,1,scan1       ,3591749.125,3836706.75,3346791.5,35.7635,36.904,34.623,72.2645,75.613,68.916,0.4285,0.444,0.413,65064.258,67358.789,62769.727,0.7828,0.78494,0.78066,-0.10311,-0.0972,-0.10902,339.796125,343.85101,335.74124,100313.9885,103964.289,96663.688,1.53784,1.53938,1.5363,40.56,40.609,40.511,23.1595,23.866,22.453,0.094135,0.10806,0.08021,0.003915,0.00654,0.00129
Cr31 ,A8            ,3,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,2,scan1       ,10400199.5,10968501,9831898,69.106,71.094,67.118,90.261,92.217,88.305,0.6425,0.659,0.626,98619.1445,100024.125,97214.164,0.744185,0.75457,0.7338,0.44401,0.44729,0.44073,107.060655,107.45644,106.66487,150384.2425,154280.891,146487.594,1.49333,1.512,1.47466,42.0495,42.696,41.403,29.714,30.697,28.731,0.225355,0.22967,0.22104,0.046815,0.0499,0.04373
Bs79 ,A9            ,2,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,3,scan1       ,3654461.875,3916924.75,3391999,32.434,33.504,31.364,62.289,65.667,58.911,0.481,0.5,0.462,71173.84,73609.836,68737.844,0.78439,0.78885,0.77993,-0.100315,-0.09398,-0.10665,339.63486,342.18372,337.086,112528.8085,116909.281,108148.336,1.57511,1.58247,1.56775,39.411,39.631,39.191,22.444,23.067,21.821,0.087745,0.09739,0.0781,0.002425,0.00474,0.00011
Bs79 ,A10           ,3,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,4,scan1       ,2490662.75,2644581.25,2336744.25,24.797,25.461,24.133,58.366,60.581,56.151,0.429,0.444,0.414,63405.9415,65635.492,61176.391,0.78832,0.79172,0.78492,-0.12018,-0.11511,-0.12525,337.915695,340.33401,335.49738,100347.9765,103867.93,96828.023,1.576535,1.5777,1.57537,39.3665,39.401,39.332,17.8395,18.07,17.609,0.09297,0.10176,0.08418,0.00352,0.00568,0.00136
Pr26 ,B6            ,3,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,5,scan1       ,2175194.188,2576530.75,1773857.625,23.2095,25.898,20.521,36.7295,37.561,35.898,0.397,0.425,0.369,60638.049,65430.438,55845.66,0.642925,0.65328,0.63257,0.416335,0.42025,0.41242,103.33054,104.25659,102.40449,92965.379,99487.594,86443.164,1.52218,1.5385,1.50586,41.0745,41.61,40.539,17.544,19.484,15.604,0.27462,0.28236,0.26688,0.081555,0.0883,0.07481
Bs49 ,B7            ,3,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,6,scan1       ,1461455,1652766.875,1270143.125,16.3505,17.284,15.417,24.717,26.116,23.318,0.3805,0.409,0.352,56282.041,60442.355,52121.727,0.751835,0.75779,0.74588,0.46551,0.46809,0.46293,108.958565,109.72614,108.19099,89005.1605,95622.766,82387.555,1.57931,1.58137,1.57725,39.284,39.345,39.223,12.812,13.479,12.145,0.232025,0.24472,0.21933,0.04066,0.04485,0.03647
Mn24 ,B8            ,4,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,7,scan1       ,3977352.875,4473256,3481449.75,26.999,29.691,24.307,41.3855,44.751,38.02,0.628,0.644,0.612,98645.937,99293.062,97998.812,0.69773,0.71511,0.68035,0.41934,0.4275,0.41118,106.255065,107.49252,105.01761,146945.4145,150660.438,143230.391,1.476365,1.50048,1.45225,42.655,43.517,41.793,20.0845,21.877,18.292,0.21524,0.22324,0.20724,0.056415,0.06422,0.04861
Bs49 ,B9            ,4,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,8,scan1       ,2073436.188,2266271,1880601.375,20.674,21.572,19.776,40.5815,44.443,36.72,0.4275,0.449,0.406,61959.623,64964.953,58954.293,0.744425,0.75234,0.73651,0.458375,0.46157,0.45518,109.2224,109.85954,108.58526,100074.0355,105055.141,95092.93,1.61079,1.61251,1.60907,38.374,38.422,38.326,15.232,15.683,14.781,0.227675,0.23213,0.22322,0.038975,0.0426,0.03535
Mn24 ,A1            ,1,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,0,scan2       ,4550244.75,4955576.5,4144913,34.0195,37,31.039,54.897,58.192,51.602,0.5715,0.572,0.571,86830.266,88229.266,85431.266,0.692735,0.70844,0.67703,0.4102,0.4154,0.405,105.63175,106.74396,104.51954,133738.188,133935.938,133540.438,1.521885,1.54624,1.49753,41.0935,41.893,40.294,23.437,25.582,21.292,0.22003,0.23069,0.20937,0.058455,0.06586,0.05105
Mn24 ,A2            ,2,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,1,scan2       ,5532733.25,6160251,4905215.5,34.938,38.583,31.293,66.203,69.416,62.99,0.676,0.682,0.67,104696.5505,104847.445,104545.656,0.7055,0.72198,0.68902,0.425855,0.43155,0.42016,105.11786,106.38655,103.84917,158205.227,159660.766,156749.688,1.491805,1.50357,1.48004,42.0955,42.504,41.687,23.5055,25.899,21.112,0.236825,0.25007,0.22358,0.060615,0.06884,0.05239
Cr31 ,A3            ,1,UV5       ,6,24/04/2022,31_HG_mix_st_16 ,2,scan2       ,10334625,11038985,9630265,70.157,72.182,68.132,88.539,92.217,84.861,0.629,0.654,0.604,93008.8085,95011.961,91005.656,0.752125,0.76591,0.73834,0.46954,0.47847,0.46061,105.42823,105.67183,105.18463,147140.5235,152933.031,141348.016,1.54552,1.57569,1.51535,40.342,41.292,39.392,32.707,33.374,32.04,0.278305,0.28233,0.27428,0.054505,0.05738,0.05163
