Crop ,Tray_position ,Replicate ,Treatment ,day ,date       ,batchid         ,tray ,planteye_id ,digital_biomass__avg ,digital_biomass__max ,digital_biomass__min ,height__avg   ,height__max ,height__min ,height_max__avg ,height_max__max ,height_max__min ,leaf_area_index__avg ,leaf_area_index__max ,leaf_area_index__min ,proj_area__avg ,proj_area__max ,proj_area__min ,ndvi_aver__avg ,ndvi_aver__max ,ndvi_aver__min ,greenness_aver__avg ,greenness_aver__max ,greenness_aver__min ,hue_aver__avg ,hue_aver__max ,hue_aver__min ,area_3d__avg   ,area_3d__max ,area_3d__min ,leaf_inclination__avg ,leaf_inclination__max ,leaf_inclination__min ,leaf_angle__avg ,leaf_angle__max ,leaf_angle__min ,light_pen_depth__avg ,light_pen_depth__max ,light_pen_depth__min ,npci_aver__avg ,npci_aver__max ,npci_aver__min ,psri_aver__avg ,psri_aver__max ,psri_aver__min
Lt49 ,B2            ,5,Control   ,21,24/05/2022,29_Lt_st_18     ,6,scan1       ,22863045.71,23344166,22405274,114.7967143,116.495,113.197,149.086,155.315,145.623,0.851142857,0.856,0.844,119513.9286,121081.297,118095.75,0.741072857,0.74413,0.73864,0.403307143,0.40701,0.40103,106.9274243,107.27849,106.4864,199151.5691,200387.25,197418.312,1.635085714,1.66482,1.60774,37.71542857,38.46,36.916,41.63871429,41.841,41.345,0.183961429,0.19232,0.17906,0.045057143,0.04727,0.04329
Lt63 ,B3            ,4,Control   ,21,24/05/2022,29_Lt_st_18     ,7,scan1       ,24693186.29,25105136,24137386,121.4724286,122.867,120.027,190.2902857,192.298,187.967,0.868714286,0.875,0.859,119150.8113,120495.82,117734.164,0.746524286,0.74909,0.74483,0.409745714,0.41554,0.40677,106.6167386,106.84177,106.24274,203273.6429,204803.453,201099.375,1.670085714,1.69745,1.65213,36.78685714,37.247,36.093,53.80785714,54.213,53.487,0.192854286,0.20262,0.18752,0.045592857,0.04759,0.04426
Lt49 ,B4            ,4,Control   ,21,24/05/2022,29_Lt_st_18     ,8,scan1       ,31783477.43,32269126,31227782,159.4105714,160.977,157.828,191.6455714,193.136,190.108,0.852142857,0.857,0.846,116705.4979,117410.453,116158.602,0.758308571,0.76046,0.75607,0.425562857,0.42839,0.42231,106.8343514,107.03703,106.62321,199375.9731,200458.5,197859.234,1.674564286,1.6871,1.66855,36.66671429,36.82,36.35,81.04914286,81.471,80.546,0.201448571,0.20642,0.19586,0.044268571,0.04573,0.04324
Lt98 ,A6            ,1,Control   ,21,24/05/2022,29_Lt_st_18     ,0,scan2       ,22031838,22356964,21657040,113.2148571,114.796,111.88,140.4798571,141.639,139.327,0.831428571,0.838,0.827,107890.9541,108602.164,107391.414,0.754637143,0.75747,0.75267,0.423168571,0.42599,0.42088,105.7025814,105.83067,105.40017,194595.8347,196131.25,193552.625,1.760862857,1.76393,1.75696,34.60271429,34.69,34.534,42.36285714,42.749,42.011,0.22,0.22741,0.21611,0.048054286,0.0499,0.0472
Lt63 ,A7            ,1,Control   ,21,24/05/2022,29_Lt_st_18     ,1,scan2       ,24454936.57,24854864,24064006,116.8624286,118.273,115.519,153.0877143,154.147,152.031,0.894142857,0.901,0.888,114982.511,115696.75,114412.07,0.741244286,0.74457,0.73886,0.419064286,0.42117,0.41598,104.6468943,104.74672,104.39797,209255.9979,210746.938,207896.422,1.776717143,1.77957,1.77309,34.25028571,34.33,34.188,46.30357143,46.46,46.108,0.230371429,0.23591,0.22707,0.053471429,0.05517,0.05259
Lt49 ,A8            ,3,Control   ,21,24/05/2022,29_Lt_st_18     ,2,scan2       ,18838481.43,19128818,18533208,89.38928571,90.319,88.452,118.6515714,120.152,116.962,0.900571429,0.908,0.895,123125.6407,123897.961,122343.039,0.798908571,0.80226,0.79754,0.479548571,0.48276,0.47694,106.9451657,107.25876,106.69077,210740.866,212385.859,209528.438,1.682964286,1.68551,1.67998,36.45328571,36.528,36.389,50.52357143,50.811,50.266,0.266708571,0.27467,0.26266,0.041314286,0.04269,0.03982
Lt63 ,A9            ,2,Control   ,21,24/05/2022,29_Lt_st_18     ,3,scan2       ,22822942,23170798,22486282,112.8994286,114.461,111.321,159.0054286,160.899,157.896,0.864,0.868,0.859,114599.3304,114901.43,114228.375,0.745732857,0.74901,0.74397,0.42824,0.43081,0.42568,104.8967657,105.13203,104.66874,202148.9064,203081.469,200990.594,1.725042857,1.72872,1.71972,35.42771429,35.554,35.341,45.717,45.83,45.612,0.234917143,0.24093,0.23024,0.053258571,0.05479,0.05199
Lt63 ,A10           ,3,Control   ,21,24/05/2022,29_Lt_st_18     ,4,scan2       ,24548062.29,24805538,24230362,104.7308571,105.556,103.714,176.5631429,177.18,175.86,1.001714286,1.005,0.998,139685.353,140084.422,139214.938,0.799927143,0.80253,0.79879,0.491094286,0.49417,0.48743,106.6642971,106.84676,106.47063,234389.6027,235108.547,233626,1.631401429,1.63526,1.62941,37.80285714,37.857,37.698,55.88685714,56.16,55.75,0.285397143,0.29232,0.28111,0.044087143,0.04537,0.04321
Lt98 ,B6            ,3,Control   ,21,24/05/2022,29_Lt_st_18     ,5,scan2       ,28408656.57,28841706,27921920,115.1415714,118.052,112.853,148.1662857,150.249,145.74,1.054428571,1.059,1.044,162192.933,163078.609,160275.781,0.82947,0.83203,0.82821,0.454651429,0.46292,0.44939,111.2112643,111.46706,110.87356,246744.0849,247789.828,244313.703,1.504932857,1.50771,1.50244,41.64128571,41.726,41.547,48.94685714,49.217,48.473,0.16755,0.17885,0.16043,0.022291429,0.02379,0.02133
Lt43 ,B7            ,4,Control   ,21,24/05/2022,29_Lt_st_18     ,6,scan2       ,26106090.29,26437982,25755878,115.6588571,116.514,114.903,167.2924286,168.039,166.8,0.964571429,0.97,0.958,137940.797,138793.141,136976.359,0.798101429,0.80246,0.79541,0.486067143,0.48974,0.48387,106.7670457,107.06491,106.36067,225710.0134,227075.547,224070.656,1.60607,1.60716,1.60438,38.50757143,38.556,38.477,67.84828571,68,67.617,0.275134286,0.28474,0.26954,0.043274286,0.04542,0.04175
Lt43 ,B8            ,5,Control   ,21,24/05/2022,29_Lt_st_18     ,7,scan2       ,36890145.14,37110504,36624224,183.9044286,184.837,182.966,223.1518571,224.137,221.882,0.857285714,0.86,0.855,118480.4853,118626.648,118191.797,0.766872857,0.76983,0.76361,0.447191429,0.44913,0.44514,105.5533614,105.70983,105.24528,200593.7924,201176.906,200169.891,1.654384286,1.65608,1.65153,37.18814286,37.263,37.144,85.51257143,85.858,85.123,0.243851429,0.25081,0.24064,0.047864286,0.04975,0.04686
Lt63 ,B9            ,5,Control   ,21,24/05/2022,29_Lt_st_18     ,8,scan2       ,28226677.14,28782876,27671068,120.5257143,122.363,118.953,179.1511429,182.115,176.24,1.000714286,1.006,0.994,146775.0199,147351.234,145885.938,0.7882,0.79143,0.78705,0.480018571,0.4823,0.4766,106.2706814,106.43747,106.03115,234187.8593,235462.547,232622.266,1.561982857,1.56315,1.56125,39.80628571,39.829,39.77,70.849,71.46,70.269,0.27713,0.28342,0.27262,0.046771429,0.04813,0.04559
Lt43 ,A1            ,1,UV8       ,20,24/05/2022,30_Lt_st_18     ,0,scan1       ,25464667.5,25784280,25215836,106.17025,107.918,104.285,140.0905,142.387,138.09,1.025,1.033,1.02,160708.6795,162424.906,159263.281,0.810715,0.81198,0.80884,0.3886425,0.39061,0.38705,113.073485,113.38734,112.64917,239861.4685,241796.984,238751.875,1.4776825,1.48441,1.47488,42.588,42.688,42.349,46.11775,46.336,45.959,0.1006025,0.10557,0.09688,0.01701,0.01797,0.01632
Lt43 ,A2            ,2,UV8       ,20,24/05/2022,30_Lt_st_18     ,1,scan1       ,26151520,26484290,25761748,131.40575,132.813,129.695,172.0575,173.374,171.029,0.85025,0.852,0.849,115773.4412,116103.438,115390.148,0.7554775,0.75595,0.75468,0.407755,0.40874,0.40699,106.3460825,106.54407,106.06258,199011.4453,199410.844,198632.656,1.67204,1.67913,1.66793,36.73075,36.836,36.55,64.81075,65.462,64.139,0.1952325,0.20011,0.19245,0.04394,0.04486,0.04333
Lt49 ,A3            ,1,UV8       ,20,24/05/2022,30_Lt_st_18     ,2,scan1       ,18320626.5,18450698,18236256,90.37875,90.652,90.146,143.924,146.153,138.788,0.8665,0.87,0.864,121497.7873,121836.43,120755.93,0.7661,0.76647,0.76578,0.433505,0.43515,0.43192,106.357335,106.5407,106.04726,202708.086,203532.562,202230.672,1.6386075,1.64422,1.6339,37.608,37.735,37.457,49.5105,49.718,49.4,0.2243825,0.23104,0.21987,0.0450725,0.04614,0.04443
Lt43 ,A4            ,3,UV8       ,20,24/05/2022,30_Lt_st_18     ,3,scan1       ,28070936.5,28229160,27882990,153.131,153.525,152.65,191.76275,192.24,191.115,0.78375,0.786,0.781,104286.369,104765.781,103599.578,0.7507425,0.75257,0.74877,0.401925,0.4056,0.39952,104.2998025,104.4631,104.18465,183312.4765,183873.562,182659.578,1.7170975,1.72261,1.71373,35.61675,35.697,35.485,68.72,68.919,68.622,0.2180125,0.22224,0.21532,0.0504525,0.05087,0.04984
Lt49 ,A5            ,2,UV8       ,20,24/05/2022,30_Lt_st_18     ,4,scan1       ,29423147,29540550,29295512,158.91925,159.333,158.612,204.373,204.802,203.886,0.791,0.792,0.789,104453.5605,104832.383,104057.414,0.7487875,0.75015,0.74771,0.40085,0.40265,0.39884,103.8815375,104.02419,103.73428,185145.082,185401.281,184699.719,1.7265775,1.72969,1.7223,35.39125,35.492,35.318,75.19225,75.544,74.85,0.222785,0.22699,0.21928,0.0522,0.05262,0.05193
Lt98 ,B1            ,2,UV8       ,20,24/05/2022,30_Lt_st_18     ,5,scan1       ,26419197,26715912,26088880,101.30675,102.786,99.481,135.2045,135.979,134.222,1.11475,1.121,1.111,171838.707,172393.656,170933.406,0.81504,0.81626,0.81433,0.4064,0.40864,0.40506,113.682955,113.76289,113.59601,260794.2343,262248.781,259917.016,1.5058125,1.50964,1.50204,41.6115,41.739,41.482,40.53675,40.717,40.355,0.1016625,0.10269,0.10068,0.0162625,0.01658,0.01605
Lt49 ,B2            ,5,UV8       ,20,24/05/2022,30_Lt_st_18     ,6,scan1       ,19364350,19473032,19172780,100.706,101.616,99.489,124.42525,125.531,123.083,0.822,0.824,0.817,107530.936,109331.438,105438.938,0.71878,0.71951,0.71826,0.38657,0.38757,0.38504,104.069945,104.19102,103.93251,192289.2422,192718.891,191221.922,1.7568925,1.78101,1.72632,34.69825,35.397,34.157,37.992,38.066,37.933,0.20712,0.21044,0.20552,0.0558775,0.05661,0.05515
Lt63 ,B3            ,4,UV8       ,20,24/05/2022,30_Lt_st_18     ,7,scan1       ,19287218,19460572,19014940,100.67075,101.55,99.396,156.44525,157.052,155.307,0.819,0.82,0.818,103256.672,104804.672,101771.477,0.7106,0.71169,0.70973,0.38639,0.3882,0.3853,103.0884075,103.20304,102.93596,191586.0548,191793.125,191305.719,1.817425,1.84273,1.79265,33.3885,33.904,32.864,40.70225,40.768,40.65,0.220515,0.22452,0.21783,0.0598775,0.06121,0.059
Lt49 ,B4            ,4,UV8       ,20,24/05/2022,30_Lt_st_18     ,8,scan1       ,25138399.5,25325168,24913278,132.7275,133.4,131.726,163.73525,164.17,163.092,0.80925,0.811,0.808,108525.955,108881.148,108280.625,0.7547775,0.75622,0.75411,0.4148375,0.42009,0.41251,105.2679,105.48361,105.01103,189397.9885,189843.5,189047.672,1.7090475,1.71565,1.70536,35.81025,35.9,35.651,57.01075,57.236,56.918,0.216815,0.22582,0.21183,0.04829,0.04945,0.04747
Lt98 ,A6            ,1,UV8       ,20,24/05/2022,30_Lt_st_18     ,0,scan2       ,18334137.5,18455248,18135832,101.776,102.507,100.935,127.3985,128.198,126.173,0.76975,0.771,0.768,92534.30675,92718.805,92239.023,0.717175,0.71962,0.71466,0.39857,0.40162,0.39637,102.0564275,102.26685,101.86064,180141.4685,180460.281,179679.031,1.90022,1.90469,1.89689,31.75125,31.813,31.668,40.0165,40.198,39.867,0.24837,0.24994,0.24642,0.063785,0.06454,0.0627
Lt63 ,A7            ,1,UV8       ,20,24/05/2022,30_Lt_st_18     ,1,scan2       ,18784961,18999540,18484458,100.75775,101.529,99.722,145.5335,147.029,143.421,0.79675,0.8,0.792,97021.89475,97548.211,96343.102,0.7148325,0.71566,0.71389,0.398845,0.39998,0.39786,102.2591125,102.2979,102.18147,186433.3438,187134.969,185360.531,1.8647775,1.8705,1.86059,32.4275,32.509,32.316,42.02575,42.181,41.907,0.2456675,0.24806,0.24417,0.0636725,0.06432,0.06333
Lt49 ,A8            ,3,UV8       ,20,24/05/2022,30_Lt_st_18     ,2,scan2       ,15458520,15625324,15232883,77.2935,77.89,76.525,110.01875,110.199,109.912,0.85475,0.857,0.851,113187.7423,113580.594,112677.945,0.773135,0.77357,0.77229,0.4521075,0.45264,0.45124,104.74467,104.92107,104.61255,199993.3163,200607.453,199057.703,1.7355325,1.73795,1.73278,35.1815,35.246,35.125,44.51925,44.749,44.209,0.2715875,0.27408,0.26873,0.049835,0.05045,0.04926
Lt63 ,A9            ,2,UV8       ,20,24/05/2022,30_Lt_st_18     ,3,scan2       ,17571963.5,17703968,17306010,94.89775,95.467,94.069,155.24875,155.643,154.842,0.791,0.794,0.786,97744.42775,98064.039,97224.117,0.710725,0.71161,0.70888,0.40088,0.40138,0.39999,101.47947,101.52328,101.39154,185164.2695,185885.812,183972.344,1.8493225,1.85326,1.84607,32.73225,32.797,32.654,40.6695,40.947,40.495,0.261205,0.26265,0.25964,0.06749,0.06832,0.06719
Lt63 ,A10           ,3,UV8       ,20,24/05/2022,30_Lt_st_18     ,4,scan2       ,16884808.75,17071698,16695927,78.41975,79.043,77.683,171.80975,172.259,171.576,0.92,0.923,0.918,124180.662,124668.984,123649.539,0.76784,0.76956,0.76607,0.45576,0.45776,0.45307,104.4999825,104.65538,104.28453,215310.2697,215979.969,214922.688,1.68589,1.69008,1.6834,36.37975,36.442,36.275,36.9315,37.298,36.542,0.2829225,0.28601,0.28033,0.0527525,0.05376,0.05231
Lt98 ,B6            ,3,UV8       ,20,24/05/2022,30_Lt_st_18     ,5,scan2       ,26040473.5,26374052,25567430,104.36325,105.857,102.58,132.88225,134.458,131.369,1.0665,1.069,1.065,163477.207,164049.219,162603.828,0.8250275,0.82613,0.82348,0.4379925,0.43967,0.43629,110.59118,110.8165,110.44933,249518.621,250090.734,249148.734,1.5109275,1.5152,1.50473,41.44,41.648,41.297,44.41525,44.831,44.021,0.166835,0.17021,0.16253,0.0229975,0.02347,0.02225
Lt43 ,B7            ,4,UV8       ,20,24/05/2022,30_Lt_st_18     ,6,scan2       ,20373466,20559108,20091244,91.352,91.918,90.453,140.1975,140.84,139.656,0.95275,0.956,0.949,133258.9805,133611.656,132548.016,0.7816875,0.78259,0.78074,0.4616925,0.46307,0.4595,105.4719,105.56369,105.34457,223017.8283,223750.391,222117.594,1.645385,1.64735,1.64271,37.4265,37.498,37.374,50.15275,50.29,50.013,0.2694875,0.2716,0.26823,0.04776,0.04838,0.04739
Lt43 ,B8            ,5,UV8       ,20,24/05/2022,30_Lt_st_18     ,7,scan2       ,28080879,28182264,27843242,153.43225,154.233,152.264,189.19975,189.868,188.176,0.782,0.784,0.781,101918.3868,102107.023,101621.836,0.7662925,0.76686,0.7655,0.4370325,0.43827,0.43508,103.4379975,103.55909,103.34886,183018.3358,183476.562,182725.797,1.743175,1.7481,1.73887,35.00475,35.104,34.892,75.69625,75.966,75.572,0.2678375,0.26991,0.26605,0.053515,0.05381,0.05304
Lt63 ,B9            ,5,UV8       ,20,24/05/2022,30_Lt_st_18     ,8,scan2       ,19570048,19839348,19203524,89.3255,90.248,88.108,151.4465,152.581,149.583,0.936,0.939,0.931,129967.4237,130594.578,129107.094,0.7642925,0.76491,0.76377,0.4544975,0.4581,0.45317,104.108725,104.2933,103.94928,219080.7655,219832.359,217953.453,1.64778,1.65048,1.64449,37.36275,37.45,37.291,46.62725,47.17,45.915,0.28532,0.29275,0.28034,0.0550675,0.05595,0.05435
Lt43 ,A1            ,1,UV5       ,20,24/05/2022,31_Lt_st_18     ,0,scan1       ,26851747,27614842,26088298,106.72,109.714,102.714,131.8015,133.636,128.717,1.07525,1.085,1.065,166774.5743,170510.25,163864.875,0.8172375,0.81807,0.81585,0.3862825,0.39242,0.38222,114.1282175,114.41321,113.71717,251637.9725,253989.797,249221.312,1.49798,1.51019,1.47954,41.8825,42.522,41.464,48.3375,49.38,47.156,0.08991,0.09699,0.08436,0.0142925,0.01548,0.01346
Lt43 ,A2            ,2,UV5       ,20,24/05/2022,31_Lt_st_18     ,1,scan1       ,21784661,22319080,21332782,111.514,114.762,107.23,150.27375,153.577,146.694,0.835,0.85,0.822,117851.7423,121597.477,115551.664,0.771455,0.77229,0.76989,0.4231575,0.43068,0.41902,108.1702325,108.43121,107.83115,195403.2543,198944.188,192410.188,1.6130775,1.62263,1.59564,38.31225,38.806,38.044,59.682,60.662,58.079,0.1828,0.19328,0.17579,0.037535,0.03954,0.03625
Lt49 ,A3            ,1,UV5       ,20,24/05/2022,31_Lt_st_18     ,2,scan1       ,20466413.5,20892038,19929438,98.94525,100.137,97.229,154.48675,155.409,153.389,0.884,0.892,0.876,125397.92,126042.234,125023.93,0.7827575,0.78466,0.78103,0.4609,0.4668,0.4575,107.0126625,107.23982,106.88872,206832.4648,208634.312,204973.688,1.6231375,1.62888,1.61128,38.03075,38.36,37.872,50.332,50.798,49.893,0.23997,0.24665,0.23588,0.043585,0.04431,0.0429
Lt43 ,A4            ,3,UV5       ,20,24/05/2022,31_Lt_st_18     ,3,scan1       ,29351328,29677242,29048386,173.5615,174.16,172.354,205.68475,207.219,203.324,0.72275,0.729,0.72,96774.115,97622.664,96074.945,0.759075,0.76162,0.75626,0.419355,0.42706,0.41212,105.5755675,105.61497,105.47999,169110.4965,170538.469,168468.438,1.7145025,1.7204,1.70456,35.6795,35.919,35.538,73.59925,74.317,72.858,0.212535,0.2186,0.20751,0.047365,0.04805,0.04682
Lt49 ,A5            ,2,UV5       ,20,24/05/2022,31_Lt_st_18     ,4,scan1       ,31802182.5,32025520,31517402,170.58225,171.15,169.737,202.869,203.16,202.387,0.797,0.802,0.794,107537.7343,108511.812,107062.953,0.7589525,0.76149,0.75489,0.419625,0.42592,0.41074,105.444885,105.54443,105.36662,186432.1875,187651.625,185683.25,1.695805,1.70025,1.68982,36.134,36.282,36.024,73.22525,74.089,72.364,0.21454,0.221,0.20761,0.0477575,0.04853,0.04728
Lt98 ,B1            ,2,UV5       ,20,24/05/2022,31_Lt_st_18     ,5,scan1       ,30580542.5,31446942,29942768,122.35275,125.134,118.828,173.28225,174.544,170.393,1.06825,1.077,1.056,161314.5703,164681.141,158031.562,0.8262125,0.82729,0.82502,0.43207,0.44107,0.42603,113.3729975,113.86396,112.7618,249950.672,251984.172,247053.266,1.5374675,1.54932,1.51964,40.5755,41.15,40.198,47.96325,48.212,47.562,0.118365,0.132,0.10813,0.0175425,0.01919,0.0164
Lt49 ,B2            ,5,UV5       ,20,24/05/2022,31_Lt_st_18     ,6,scan1       ,21949168,22347198,21431336,109.6805,111.535,107.695,130.9525,132.487,129.191,0.855,0.86,0.85,114032.6075,116249.219,112935.039,0.7415775,0.74282,0.73945,0.4006525,0.4058,0.39592,106.0076825,106.15827,105.80639,200113.953,201253.656,199000.219,1.7247775,1.73882,1.69244,35.44,36.217,35.105,42.06225,42.355,41.777,0.1929375,0.19978,0.18875,0.04744,0.04868,0.04633
Lt63 ,B3            ,4,UV5       ,20,24/05/2022,31_Lt_st_18     ,7,scan1       ,21713863,21976070,21418576,110.2015,111.464,108.6,155.99425,163.145,151.928,0.842,0.843,0.839,110425.5705,112399.102,108068.688,0.734365,0.7361,0.73293,0.40035,0.40577,0.39585,105.0582325,105.22423,104.84721,197038.4103,197377.547,196394.266,1.743425,1.77555,1.71571,35.008,35.649,34.276,44.6555,44.853,44.499,0.20711,0.21434,0.20143,0.05126,0.05258,0.0501
Lt49 ,B4            ,4,UV5       ,20,24/05/2022,31_Lt_st_18     ,8,scan1       ,29333712,29395392,29274328,159.8905,161.096,158.434,205.94325,207.604,203.343,0.784,0.79,0.78,103545.0138,105208.219,102398.344,0.7728575,0.77521,0.7704,0.43074,0.43755,0.42471,106.6354275,106.73978,106.54581,183467.0935,184821.781,182471.406,1.7373825,1.74725,1.72379,35.13975,35.457,34.911,73.8685,74.286,73.681,0.2071025,0.21072,0.2026,0.0431525,0.04353,0.0428
Lt98 ,A6            ,1,UV5       ,20,24/05/2022,31_Lt_st_18     ,0,scan2       ,20096928.5,20372892,19759380,105.30775,106.498,103.469,131.519,132.402,130.688,0.81575,0.818,0.814,101723.629,102298.758,101037.062,0.7354825,0.73692,0.73377,0.412995,0.41881,0.40789,103.9451125,104.01093,103.77406,190840.09,191298.766,190481.672,1.8339525,1.84142,1.82666,33.04175,33.19,32.89,38.25775,38.604,38.076,0.2340675,0.24228,0.22802,0.056005,0.05724,0.05539
Lt63 ,A7            ,1,UV5       ,20,24/05/2022,31_Lt_st_18     ,1,scan2       ,21200189.5,21570448,20860978,106.815,108.127,105.033,147.13,148.687,145.849,0.8485,0.853,0.844,107084.2968,107580.344,106184.664,0.729495,0.73117,0.72739,0.4116425,0.41799,0.40703,103.22763,103.40691,102.98282,198474.8478,199492.609,197428.438,1.8061875,1.8116,1.7999,33.6165,33.749,33.503,41.5235,41.566,41.403,0.2442925,0.25443,0.23675,0.059255,0.06082,0.05832
Lt49 ,A8            ,3,UV5       ,20,24/05/2022,31_Lt_st_18     ,2,scan2       ,17801549,18068306,17464440,81.097,81.827,79.98,123.08575,124.912,120.098,0.93825,0.944,0.933,125859.5058,126370.789,125605.328,0.790655,0.79344,0.78756,0.468565,0.47524,0.4633,106.148885,106.37894,105.93192,219501.8045,220810.906,218359.484,1.70736,1.71099,1.70367,35.851,35.941,35.763,47.2115,48.88,46.219,0.2695625,0.27718,0.26624,0.0442975,0.04497,0.04345
Lt63 ,A9            ,2,UV5       ,20,24/05/2022,31_Lt_st_18     ,3,scan2       ,20366393.5,20609004,20047150,104.6425,105.564,103.134,164.885,165.655,163.633,0.83175,0.834,0.83,105285.4923,105541.922,104823.688,0.732185,0.73491,0.72964,0.4152675,0.42226,0.41019,103.2233,103.40963,103.05378,194626.629,195227.297,194174.062,1.8002,1.8053,1.79647,33.7435,33.823,33.635,44.99175,45.071,44.922,0.2488625,0.25852,0.24241,0.059415,0.06056,0.05866
Lt63 ,A10           ,3,UV5       ,20,24/05/2022,31_Lt_st_18     ,4,scan2       ,20578331.5,20965640,20131706,91.69925,92.981,89.938,163.716,164.811,162.391,0.959,0.964,0.955,133963.8672,134348.703,133643.766,0.7934325,0.79606,0.79077,0.4832125,0.49054,0.47664,105.76447,105.95632,105.63129,224404.2033,225484.125,223565.969,1.6348625,1.63762,1.62903,37.70925,37.868,37.634,46.782,47.505,46.004,0.291555,0.30144,0.28533,0.04666,0.0472,0.04616
Lt98 ,B6            ,3,UV5       ,20,24/05/2022,31_Lt_st_18     ,5,scan2       ,28446615,29143888,27961636,117.453,119.838,114.106,142.72075,144.639,138.64,1.035,1.047,1.021,157494.461,160557.344,154534.953,0.8347225,0.83677,0.83389,0.460685,0.47009,0.45233,110.3606375,110.57137,110.10599,242218.6913,245048.953,239003.109,1.5237,1.53083,1.51328,41.018,41.361,40.785,57.929,58.348,56.928,0.18659,0.19835,0.17677,0.0235675,0.02456,0.02251
Lt43 ,B7            ,4,UV5       ,20,24/05/2022,31_Lt_st_18     ,6,scan2       ,24055015.5,24382610,23521444,111.9045,113.037,109.423,188.7905,189.87,186.876,0.91875,0.922,0.917,129284.2013,129896.047,128810.758,0.79854,0.80089,0.79612,0.4888125,0.496,0.48263,105.9431325,106.12675,105.80471,214959.543,215756.078,214497.422,1.6317175,1.63535,1.63004,37.7945,37.84,37.696,62.293,63.071,61.006,0.29335,0.30536,0.28629,0.0457975,0.04675,0.0451
Lt43 ,B8            ,5,UV5       ,20,24/05/2022,31_Lt_st_18     ,7,scan2       ,31231995,31393482,31038904,175.0695,175.8,173.711,205.3805,206.291,203.623,0.7625,0.764,0.759,101520.8907,102505.969,100567.445,0.76971,0.77272,0.76586,0.4463775,0.45305,0.43845,104.8468925,105.09237,104.74565,178398.3085,178700.422,177637.281,1.7124175,1.72065,1.70045,35.7295,36.019,35.532,79.9785,80.25,79.358,0.2541675,0.26315,0.24689,0.0501875,0.05109,0.04972
Lt63 ,B9            ,5,UV5       ,20,24/05/2022,31_Lt_st_18     ,8,scan2       ,22924621.5,23408900,22540080,101.869,103.446,100.232,163.45325,165.535,161.596,0.96175,0.967,0.959,138880.4493,139584.828,138180.75,0.7876225,0.78992,0.78551,0.482295,0.48903,0.47546,105.36716,105.49126,105.2185,225034.8905,226290.719,224384.906,1.59036,1.59409,1.58772,38.9595,39.036,38.851,51.015,51.395,50.782,0.2975325,0.30502,0.28899,0.0499,0.05038,0.04939
Lt43 ,A1            ,1,Control   ,22,25/05/2022,29_Lt_st_18     ,0,scan1       ,27475800.67,28099148,26703064,115.9291667,118.122,113.72,166.482,167.278,165.905,1.012833333,1.017,1.003,156644.599,157670.234,153840.203,0.820058333,0.82185,0.81849,0.38126,0.39729,0.37437,115.5516383,116.14425,114.65854,236995.5313,237882.047,234813.828,1.500703333,1.51165,1.49527,41.786,41.971,41.415,57.01583333,58.098,55.914,0.07608,0.09193,0.06662,0.011586667,0.01393,0.01017
Lt43 ,A2            ,2,Control   ,22,25/05/2022,29_Lt_st_18     ,1,scan1       ,29747928.67,30324796,29272948,144.0565,146.942,141.543,192.6696667,195.751,189.367,0.8825,0.887,0.878,124388.3292,126061.359,122963.328,0.766585,0.76804,0.76404,0.421675,0.43012,0.41652,108.2372733,108.56506,107.55455,206511.1822,207484.25,205400.016,1.614143333,1.63091,1.60242,38.28283333,38.612,37.817,78.76783333,79.435,77.994,0.181568333,0.19765,0.17394,0.038213333,0.0418,0.03665
Lt49 ,A3            ,1,Control   ,22,25/05/2022,29_Lt_st_18     ,2,scan1       ,22039891.67,22383510,21815248,104.1486667,105.107,103.631,181.6495,190.646,173.75,0.904166667,0.91,0.898,133057.1225,133913.969,132140.125,0.785005,0.78605,0.78348,0.449518333,0.45405,0.44527,108.641635,108.91355,108.16508,211616.1378,212959.031,210150.625,1.56529,1.57217,1.56211,39.7055,39.802,39.497,59.24483333,59.534,58.734,0.209705,0.22077,0.20241,0.037651667,0.03964,0.03658
Lt43 ,A4            ,3,Control   ,22,25/05/2022,29_Lt_st_18     ,3,scan1       ,31614023.33,32185954,30954740,172.2608333,173.261,170.837,205.6608333,208.171,203.213,0.784166667,0.794,0.774,107403.7762,108939.5,105260.375,0.760198333,0.76272,0.75744,0.428093333,0.43297,0.42436,106.79641,107.13853,106.01312,183514.6042,185765.312,181194.422,1.671906667,1.68303,1.66715,36.73433333,36.856,36.452,76.1005,76.865,75.123,0.205218333,0.22113,0.19744,0.044116667,0.04784,0.0426
Lt49 ,A5            ,2,Control   ,22,25/05/2022,29_Lt_st_18     ,4,scan1       ,37276830,37383488,37175092,184.2766667,184.963,184.049,229.3941667,230.003,228.606,0.8645,0.868,0.863,118809.474,119073.07,118327.266,0.754018333,0.75713,0.75093,0.416298333,0.42307,0.41099,106.6641633,107.0183,105.9218,202287.409,203016.016,201984.281,1.67369,1.67922,1.66924,36.68833333,36.802,36.548,68.30066667,68.944,67.985,0.196378333,0.21227,0.18734,0.043741667,0.04755,0.04179
